1404.16	74.85	170.52	205.31	25.12	40.63
1469.2	98.87	307.05	388.16	52.29	114.42
1412.87	220.36	275.56	354.64	101.04	189.95
1619.63	191.82	250.42	296.2	109.89	260.98
1824.36	176.81	271.26	318.61	101.9	247.44
