30.85,1388.43,0.47,154.27
56.42,1410.69,0.905,282.14
48.4,1694.02,0.74,484.01
21.01,2521.56,0.295,630.39
32.3,3069.29,0.45,807.715
38.18,2481.93,0.24,572.755
62.73,2195.61,1.2,313.66
57.8,2312.16,0.8,578.045
58.08,3485.1,0.32,580.85
