27.99165532	122.2365038	2.028218286	3.024207698
47.38311673	14.30684318	2.034319459	2.730822427
55.61663206	138.5885789	2.005742422	2.436799944
65.25587934	203.7243295	2.002869965	2.354541316
70.87537493	53.00260351	2.063289397	3.245483818
107.5407284	49.71280568	2.068522442	3.464106252
107.5623081	282.1062971	2.000466166	2.182271946
112.0579091	1416.731284	2.03504331	2.34302547
118.7646685	1520.833308	2.035252893	2.528992351
133.0958749	238.2021443	2.005475493	2.371819778
135.0296791	106.7757609	2.006070769	2.28543987
192.615708	70.04350181	2.011345241	2.304593103
1412.387623	73.8609958	2.023005688	1.625091136
1418.825399	214.200165	2.065050633	1.967435729
1477.704439	98.16880026	2.073871867	2.190967026
1619.020088	184.2720719	2.036688825	2.455517549
1831.95951	172.7717064	2.034642706	2.446202054
2033.122692	348.3960048	2.007812147	1.637876667
