27.87	121.03	3.81	4.53	79.58	241.13
47.19	14.45	7.01	8.63	9.08	24.11
55.34	139.33	4.64	5.06	81.26	192.27
64.98	203.07	4.6	4.96	113.45	264.66
118.03	1546.4	17.9	21.1	922.65	2225.3
