70.75	52.67	13.8	16.83	35.77	117
107.3	49.8	21.83	26.93	35.08	122.85
107.15	284.36	6.19	6.17	150.38	314.24
111.22	1436.43	16.87	19.88	797.28	1818.36
132.67	237.66	11.12	12.13	131.91	318.76
134.15	106.62	11.24	12.26	58.79	127.19
191.75	70.9	19.11	21.22	38.31	88.44
